,Salary,Tenure_Months,churned,Total_Flights,Avg_Flights_Month,Max_Flights_Month,Total_Distance,Avg_Distance_Month,Total_Points_Acc,Total_Points_Red,Total_Dollar_Red,Redemption_Rate,Months_Since_Last_Flight,Zero_Activity_Months,Flights_Fall,Flights_Spring,Flights_Summer,Flights_Winter,CLV_log,Flight_consistency_score,Season_Concentration,Onehot__Gender_Male,Onehot__Marital Status_Married,Onehot__Marital Status_Single,Onehot__Enrollment Type_Standard,Onehot__Region_North,Onehot__Region_West,loyalty_card_encoded,Education_encoded,churn_probability,churn_predicted,cluster_labels
27,98629.0,14,0,22,0.9166666666666666,5,31868,1327.8333333333333,31868.0,1340,241,0.04204844985565458,0.0,17.0,6,3,0,13,8.266645040898092,1.2222222222222223,0.5909090909090909,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.04286545,0,1
28,63795.0,65,0,40,1.6666666666666667,5,60258,2510.75,60258.0,0,0,0.0,0.0,7.0,12,7,11,10,8.26666816576079,5.0,0.3,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.02578487,0,1
29,54890.0,37,0,58,2.4166666666666665,6,102009,4250.375,102009.0,1863,335,0.01826309443284416,0.0,2.0,15,11,18,14,8.26681717982748,19.333333333333332,0.3103448275862069,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.022776019,0,1
30,0.0,57,0,42,1.75,6,60437,2518.2083333333335,60437.0,409,74,0.006767377599814683,0.0,12.0,11,6,21,4,8.26682745584121,3.230769230769231,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0.029583082,0,1
31,51375.0,44,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.267271792419345,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.9961802,1,0
32,70222.0,14,0,19,0.7916666666666666,5,21288,887.0,21288.0,0,0,0.0,2.0,17.0,6,4,8,1,8.267713364938118,1.0555555555555556,0.42105263157894735,1.0,0.0,1.0,1.0,0.0,1.0,0,2,0.2838791,0,0
33,40736.0,73,0,52,2.1666666666666665,5,76633,3193.0416666666665,76633.0,3513,632,0.04584186969060326,1.0,6.0,15,11,20,6,8.268108561001565,7.428571428571429,0.38461538461538464,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0.014586732,0,1
34,75861.0,7,0,14,0.5833333333333334,4,26656,1110.6666666666667,26656.0,567,102,0.021271008403361345,0.0,20.0,4,0,6,4,8.26987732963103,0.6666666666666666,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.036775228,0,0
35,69835.0,19,0,31,1.2916666666666667,5,44595,1858.125,44595.0,1004,180,0.022513734723623724,1.0,11.0,7,4,13,7,8.269961844572938,2.5833333333333335,0.41935483870967744,0.0,0.0,0.0,1.0,0.0,1.0,0,2,0.03704715,0,1
36,0.0,8,0,38,3.4545454545454546,20,49606,4509.636363636364,74409.0,0,0,0.0,1.0,7.0,10,8,20,0,8.582671895443331,4.75,0.5263157894736842,0.0,0.0,1.0,0.0,0.0,1.0,2,1,0.60317683,1,2
37,75980.0,67,0,50,2.0833333333333335,6,78117,3254.875,78117.0,611,110,0.00782160093193543,0.0,9.0,11,13,16,10,8.270696567427326,5.0,0.32,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.02464016,0,1
38,0.0,79,0,49,2.0416666666666665,7,76504,3187.6666666666665,76504.0,0,0,0.0,0.0,7.0,11,10,21,7,8.27078868969411,6.125,0.42857142857142855,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0.011894162,0,1
39,54460.0,21,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.27183470553087,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.9961802,1,0
40,0.0,54,0,29,1.2083333333333333,6,37546,1564.4166666666667,37546.0,528,95,0.01406274969370905,2.0,12.0,8,4,10,7,8.272754499561868,2.230769230769231,0.3448275862068966,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.09934475,0,1
41,0.0,70,0,34,1.4166666666666667,4,52567,2190.2916666666665,52567.0,645,116,0.012270055357924173,0.0,9.0,8,8,12,6,8.272754499561868,3.4,0.35294117647058826,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0.0135392165,0,1
42,0.0,31,0,28,1.1666666666666667,4,54018,2250.75,54018.0,537,97,0.00994113073419971,1.0,14.0,7,12,4,5,8.273030272877952,1.8666666666666667,0.42857142857142855,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0.04680163,0,1
43,80697.0,31,0,56,2.3333333333333335,6,80852,3368.8333333333335,80852.0,1245,224,0.015398505912036809,0.0,6.0,15,10,16,15,8.273941316085367,8.0,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.02355501,0,1
44,80697.0,27,0,40,1.6666666666666667,5,62292,2595.5,62292.0,1447,260,0.023229307134142427,4.0,10.0,6,11,15,8,8.273941316085367,3.6363636363636362,0.375,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.44551575,0,1
45,80697.0,30,1,3,0.125,3,4497,187.375,4497.0,0,0,0.0,23.0,23.0,0,0,0,3,8.273941316085367,0.125,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.98154527,1,0
46,80697.0,6,0,9,0.375,4,11980,499.1666666666667,11980.0,0,0,0.0,0.0,21.0,4,0,1,4,8.273941316085367,0.4090909090909091,0.4444444444444444,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.027367665,0,0
47,80697.0,7,0,18,0.75,6,17990,749.5833333333334,17990.0,0,0,0.0,1.0,19.0,6,0,12,0,8.273941316085367,0.9,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.05705534,0,0
48,0.0,46,0,35,1.4583333333333333,4,48796,2033.1666666666667,48796.0,569,102,0.011660791868185917,0.0,10.0,13,9,4,9,8.274232062694095,3.1818181818181817,0.37142857142857144,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.018914213,0,1
49,77601.0,40,0,36,1.5,5,57423,2392.625,57423.0,979,176,0.017048917681068563,0.0,9.0,8,9,6,13,8.274362106182352,3.6,0.3611111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.018645497,0,1
50,77601.0,50,0,36,1.5,5,45313,1888.0416666666667,45313.0,966,174,0.021318385452298458,0.0,9.0,7,9,9,11,8.274362106182352,3.6,0.3055555555555556,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.0191702,0,1
51,73236.0,25,1,15,0.625,5,16548,689.5,16548.0,0,0,0.0,17.0,19.0,0,5,8,2,8.275228630861163,0.75,0.5333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0.98511523,1,0
52,50879.0,57,0,44,1.8333333333333333,5,79867,3327.7916666666665,79867.0,0,0,0.0,1.0,9.0,10,18,7,9,8.277617875060605,4.4,0.4090909090909091,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0.050134227,0,1
53,62160.0,73,0,44,1.8333333333333333,6,56131,2338.7916666666665,56131.0,1382,249,0.02462097593130356,0.0,8.0,11,7,13,13,8.277691573489209,4.888888888888889,0.29545454545454547,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.009602053,0,1
54,93541.0,21,0,26,1.0833333333333333,4,32965,1373.5416666666667,32965.0,0,0,0.0,1.0,12.0,8,7,7,4,8.277846576595934,2.0,0.3076923076923077,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.042887248,0,1
55,163974.0,60,0,44,1.8333333333333333,6,57250,2385.4166666666665,57250.0,0,0,0.0,0.0,8.0,6,15,15,8,8.278374931215453,4.888888888888889,0.3409090909090909,0.0,1.0,0.0,1.0,0.0,0.0,0,4,0.026242277,0,1
56,75827.0,51,0,40,1.6666666666666667,5,63668,2652.8333333333335,63668.0,607,109,0.009533831752214613,4.0,11.0,8,8,13,11,8.278938540359825,3.3333333333333335,0.325,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.3782484,0,1
57,75827.0,61,0,33,1.375,5,31726,1321.9166666666667,31726.0,2056,370,0.06480489188678056,2.0,12.0,15,9,8,1,8.278938540359825,2.5384615384615383,0.45454545454545453,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.18503389,0,1
58,75827.0,72,0,43,1.7916666666666667,6,62923,2621.7916666666665,62923.0,813,146,0.012920553692608427,2.0,9.0,11,5,19,8,8.278938540359825,4.3,0.4418604651162791,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.03873978,0,1
59,75827.0,6,0,43,1.7916666666666667,6,58388,2432.8333333333335,58388.0,1686,304,0.028875796396519833,1.0,8.0,7,8,19,9,8.278938540359825,4.777777777777778,0.4418604651162791,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.026951853,0,1
60,152955.0,66,0,51,2.125,6,74440,3101.6666666666665,74440.0,304,55,0.004083825900053735,1.0,8.0,10,13,25,3,8.282821843637008,5.666666666666667,0.49019607843137253,1.0,1.0,0.0,1.0,0.0,0.0,0,4,0.0603737,0,1
61,152955.0,39,0,41,1.7083333333333333,6,60413,2517.2083333333335,60413.0,1543,278,0.025540860410838726,1.0,11.0,14,4,11,12,8.282821843637008,3.4166666666666665,0.34146341463414637,1.0,1.0,0.0,1.0,0.0,1.0,0,4,0.037213873,0,1
62,152955.0,2,0,1,0.041666666666666664,1,1209,50.375,1209.0,0,0,0.0,1.0,23.0,1,0,0,0,8.282821843637008,0.041666666666666664,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,4,0.029568413,0,0
63,152955.0,40,0,52,2.1666666666666665,6,78121,3255.0416666666665,78121.0,1159,208,0.014835959601131578,1.0,9.0,5,14,19,14,8.282821843637008,5.2,0.36538461538461536,1.0,1.0,0.0,1.0,0.0,1.0,0,4,0.040928658,0,1
64,152955.0,31,0,54,2.25,5,86566,3606.9166666666665,86566.0,1839,331,0.021243906383568607,1.0,6.0,14,15,16,9,8.282821843637008,7.714285714285714,0.2962962962962963,0.0,1.0,0.0,1.0,0.0,0.0,0,4,0.04045482,0,1
65,30486.0,9,1,40,3.6363636363636362,20,36882,3352.909090909091,55323.0,0,0,0.0,1.0,7.0,4,0,36,0,8.592851532555205,5.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,2,2,0.61666465,1,2
66,0.0,75,0,46,1.9166666666666667,6,71626,2984.4166666666665,71626.0,339,61,0.004732918214056348,2.0,7.0,6,12,23,5,8.28374674710613,5.75,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.046753597,0,1
67,0.0,76,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.284653130861356,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0.9910787,1,0
68,96814.0,65,0,32,1.3333333333333333,5,45974,1915.5833333333333,45974.0,1185,213,0.025775438291208073,2.0,9.0,11,8,11,2,8.285107276079568,3.2,0.34375,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.103359535,0,1
69,49846.0,10,0,50,4.545454545454546,20,69086,6280.545454545455,103629.0,0,0,0.0,0.0,2.0,10,13,24,3,8.637238554966853,16.666666666666668,0.48,1.0,1.0,0.0,0.0,0.0,1.0,2,2,0.11856411,0,2
70,217538.0,79,0,49,2.0416666666666665,5,66022,2750.9166666666665,66022.0,822,148,0.012450395322771198,2.0,8.0,11,12,17,9,8.28529896437481,5.444444444444445,0.3469387755102041,1.0,0.0,0.0,1.0,0.0,1.0,0,4,0.032607812,0,1
71,48744.0,34,0,28,1.1666666666666667,4,30777,1282.375,30777.0,1145,206,0.03720310621568054,0.0,12.0,4,8,12,4,8.285394794745041,2.1538461538461537,0.42857142857142855,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.024313059,0,1
72,76410.0,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.2854452280936,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,2,0.99575233,1,0
73,105053.0,10,0,38,3.4545454545454546,20,67690,6153.636363636364,101535.0,500,90,0.004924410301866351,1.0,5.0,10,4,24,0,8.72808762769638,6.333333333333333,0.631578947368421,0.0,1.0,0.0,0.0,0.0,1.0,2,2,0.58565456,1,2
74,84914.0,73,0,32,1.3333333333333333,5,51583,2149.2916666666665,51583.0,483,87,0.009363550006785182,0.0,12.0,1,12,9,10,8.285798190332827,2.4615384615384617,0.375,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.00863563,0,1
75,0.0,67,0,39,1.625,5,41150,1714.5833333333333,41150.0,3593,647,0.08731470230862698,1.0,10.0,9,15,9,6,8.287996355888929,3.5454545454545454,0.38461538461538464,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0.034209,0,1
76,0.0,14,0,24,1.0,5,36853,1535.5416666666667,36853.0,1682,303,0.045640789080943205,1.0,14.0,7,2,9,6,8.287996355888929,1.6,0.375,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0.041712712,0,1
77,60519.0,5,0,11,0.4583333333333333,4,16640,693.3333333333334,16640.0,0,0,0.0,0.0,21.0,4,0,4,3,8.288954180268016,0.5,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.023084784,0,0
78,102457.0,19,0,15,0.625,3,24199,1008.2916666666666,24199.0,0,0,0.0,0.0,17.0,3,3,6,3,8.289217986439846,0.8333333333333334,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.061945662,0,0
79,103862.0,69,0,24,1.0,4,40288,1678.6666666666667,40288.0,3244,584,0.08052025416997617,0.0,13.0,2,3,4,15,8.289393818565834,1.7142857142857142,0.625,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.032188583,0,1
80,93153.0,71,0,42,1.75,4,56484,2353.5,56484.0,1300,234,0.023015367183627223,0.0,6.0,10,13,10,9,8.290623778533837,6.0,0.30952380952380953,1.0,1.0,0.0,1.0,0.0,1.0,0,3,0.014134661,0,1
81,93153.0,68,0,45,1.875,5,68743,2864.2916666666665,68743.0,1626,293,0.023653317428683648,1.0,7.0,17,10,11,7,8.290623778533837,5.625,0.37777777777777777,0.0,1.0,0.0,1.0,0.0,0.0,0,3,0.03548984,0,1
82,86793.0,30,0,41,1.7083333333333333,6,52419,2184.125,52419.0,850,153,0.016215494381808124,0.0,9.0,6,6,16,13,8.29068147419426,4.1,0.3902439024390244,1.0,0.0,0.0,1.0,0.0,1.0,0,2,0.02177685,0,1
83,72127.0,68,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.292230486444918,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.9961802,1,0
84,0.0,64,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.292443350709693,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0.9961802,1,0
85,0.0,3,0,3,0.125,2,6690,278.75,6690.0,0,0,0.0,1.0,22.0,3,0,0,0,8.293139225800665,0.13043478260869565,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.029568413,0,0
86,65721.0,20,1,12,0.5,4,16433,684.7083333333334,16433.0,0,0,0.0,12.0,19.0,7,0,1,4,8.29349198464112,0.6,0.5833333333333334,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.9686109,1,0
87,0.0,4,0,5,0.20833333333333334,4,9871,411.2916666666667,9871.0,556,100,0.0563266133117212,1.0,22.0,5,0,0,0,8.293669567883732,0.21739130434782608,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0.027931526,0,0
88,101354.0,17,0,30,1.25,5,42008,1750.3333333333333,42008.0,0,0,0.0,0.0,11.0,12,6,4,8,8.294679441735337,2.5,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0,3,0.02002441,0,1
89,53118.0,45,0,45,1.875,6,64695,2695.625,64695.0,906,163,0.014004173429167632,4.0,10.0,10,8,21,6,8.295728230480583,4.090909090909091,0.4666666666666667,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.47939697,0,1
90,115440.0,68,0,41,1.7083333333333333,6,54793,2283.0416666666665,54793.0,1376,248,0.025112696877338345,0.0,10.0,1,17,17,6,8.29775526578259,3.727272727272727,0.4146341463414634,0.0,1.0,0.0,1.0,0.0,1.0,0,4,0.022921164,0,1
91,73313.0,69,0,32,1.3333333333333333,4,45483,1895.125,45483.0,381,69,0.008376756150649693,0.0,8.0,9,3,10,10,8.297780173003195,3.5555555555555554,0.3125,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.018993935,0,1
92,100167.0,16,0,28,1.1666666666666667,5,45681,1903.375,45681.0,554,100,0.012127580394474726,0.0,12.0,8,3,8,9,8.297782663691136,2.1538461538461537,0.32142857142857145,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.019390546,0,1
93,59262.0,36,0,33,1.375,4,47353,1973.0416666666667,47353.0,1743,314,0.036808649927142945,0.0,11.0,8,12,3,10,8.297904699801522,2.75,0.36363636363636365,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.018305153,0,1
94,59262.0,55,0,36,1.5,6,52014,2167.25,52014.0,607,109,0.01166993501749529,2.0,12.0,12,6,11,7,8.297904699801522,2.769230769230769,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0,2,0.09883585,0,1
95,0.0,42,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.2980939508411,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0.9961802,1,0
96,0.0,9,0,47,4.2727272727272725,20,38492,3499.2727272727275,57738.0,389,70,0.006737330700751672,0.0,5.0,4,14,20,9,8.742947731131663,7.833333333333333,0.425531914893617,1.0,1.0,0.0,0.0,0.0,1.0,2,1,0.1973204,0,2
97,39079.0,25,0,37,1.5416666666666667,5,52145,2172.7083333333335,52145.0,630,113,0.012081695272797009,6.0,12.0,5,12,13,7,8.298322996295177,2.8461538461538463,0.35135135135135137,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.707712,1,1
98,0.0,44,1,0,0.0,0,0,0.0,0.0,0,0,0.0,24.0,24.0,0,0,0,0,8.298425054002674,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.9961802,1,0
99,0.0,68,0,34,1.4166666666666667,6,44046,1835.25,44046.0,436,78,0.009898742224038505,0.0,9.0,6,14,9,5,8.299131704508822,3.4,0.4117647058823529,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.019331403,0,1
100,0.0,53,0,28,1.1666666666666667,5,43734,1822.25,43734.0,0,0,0.0,3.0,14.0,10,5,7,6,8.299131704508822,1.8666666666666667,0.35714285714285715,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0.21182309,0,1
101,62518.0,31,0,54,2.25,6,99708,4154.5,99708.0,2450,441,0.02457174950856501,1.0,6.0,12,14,24,4,8.30023298376953,7.714285714285714,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.043631926,0,1
102,62518.0,45,0,26,1.0833333333333333,4,40795,1699.7916666666667,40795.0,802,145,0.019659271969604118,0.0,14.0,2,7,7,10,8.30023298376953,1.7333333333333334,0.38461538461538464,1.0,1.0,0.0,1.0,0.0,0.0,0,2,0.027547779,0,1
103,0.0,15,0,23,0.9583333333333334,5,39053,1627.2083333333333,39053.0,723,130,0.01851330243515223,1.0,15.0,5,4,8,6,8.300553444440693,1.4375,0.34782608695652173,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0.053980086,0,1
104,47536.0,58,0,45,1.875,6,70442,2935.0833333333335,70442.0,814,147,0.011555606030493172,0.0,9.0,8,13,13,11,8.303177850928899,4.5,0.28888888888888886,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.022457236,0,1
105,0.0,23,0,39,1.625,6,49857,2077.375,49857.0,521,94,0.010449886675893054,0.0,10.0,6,6,19,8,8.303200146230166,3.5454545454545454,0.48717948717948717,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.024749445,0,1
106,98320.0,37,0,24,1.0,4,35692,1487.1666666666667,35692.0,2148,388,0.060181553289252496,0.0,11.0,7,2,7,8,8.303628614882351,2.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,0,2,0.018738464,0,1
